,dsf_number_s_,final_estimate_of_actual_costs_through_end_of_phase_amount,project_budget_amount,project_building_identifier,project_description,project_geographic_district_,project_phase_actual_end_date,project_phase_actual_start_date,project_phase_name,project_phase_planned_end_date,project_school_name,project_status_name,project_type_,total_phase_actual_spending_amount,budget_label
845,DSF: 0000780331,10887,21504,K175,ELECTRICAL LIGHTING FIXTURES,23,2015-08-03 00:00:00,2015-08-03 00:00:00,Scope,2015-08-03 00:00:00,TEACHERS PREP (HS LVL) - K,Complete,RCT CIP,10887,0
848,DSF: 0000777264,100373,100677,K175,FIRE ALARM,23,2014-05-20 00:00:00,2013-11-19 00:00:00,Design,2014-05-23 00:00:00,TEACHERS PREP (HS LVL) - K,Complete,SCA CIP,92465,1
849,DSF: 0000777264,22620,25169,K175,FIRE ALARM,23,2013-11-08 00:00:00,2013-09-04 00:00:00,Scope,2013-12-05 00:00:00,TEACHERS PREP (HS LVL) - K,Complete,SCA CIP,22620,0
856,DSF: 0000757861,487884,259000,K177,WATER PENETRATION,21,2017-05-02 15:32:05.469136,2014-08-08 00:00:00,"CM, F&E",2016-02-08 00:00:00,P.S. 177 - BROOKLYN,In-Progress,SCA CIP,486266,2
857,DSF: 0000757861,3989231,4162500,K177,WATER PENETRATION,21,2017-05-02 15:32:05.469136,2014-08-08 00:00:00,Construction,2016-02-08 00:00:00,P.S. 177 - BROOKLYN,In-Progress,SCA CIP,3525483,2
858,DSF: 0000757861,182974,222000,K177,WATER PENETRATION,21,2014-05-14 00:00:00,2014-01-08 00:00:00,Design,2014-06-10 00:00:00,P.S. 177 - BROOKLYN,Complete,SCA CIP,171764,2
859,DSF: 0000757861,108974,55500,K177,WATER PENETRATION,21,2014-01-07 00:00:00,2013-07-12 00:00:00,Scope,2013-11-27 00:00:00,P.S. 177 - BROOKLYN,Complete,SCA CIP,73106,1
860,DSF: 0000776787,326609,DIIT,K178,CLASSROOM CONNECTIVITY,23,2017-05-02 15:32:05.469136,2013-06-24 00:00:00,Purch & Install,2013-12-31 00:00:00,P.S. 178 - BROOKLYN,In-Progress,DIIT - Project Conne,0,3
861,DSF: 0000800572,118799,120000,K178,FY15 RESO A TECHNOLOGY,23,2015-10-02 00:00:00,2015-08-04 00:00:00,Purch & Install,2015-08-26 00:00:00,P.S. 178 SAINT CLAIR MCKELWAY,Complete,DIIT - RESOA,118799,1
862,DSF: 0000780383,78132,214940,K178,ELECTRICAL LIGHTING FIXTURES,23,2015-11-05 00:00:00,2015-02-09 00:00:00,"CM, F&E",2015-11-05 00:00:00,P.S. 178 - BROOKLYN,Complete,RCT CIP,78132,2
863,DSF: 0000780383,1032233,1118665,K178,ELECTRICAL LIGHTING FIXTURES,23,2015-11-05 00:00:00,2015-02-09 00:00:00,Construction,2015-11-05 00:00:00,P.S. 178 - BROOKLYN,Complete,RCT CIP,934463,2
864,DSF: 0000780383,25341,83045,K178,ELECTRICAL LIGHTING FIXTURES,23,2014-11-12 00:00:00,2014-09-23 00:00:00,Design,2015-01-23 00:00:00,P.S. 178 - BROOKLYN,Complete,RCT CIP,25341,1
865,DSF: 0000780383,6579,29310,K178,ELECTRICAL LIGHTING FIXTURES,23,2014-09-23 00:00:00,2014-09-23 00:00:00,Scope,2014-09-23 00:00:00,P.S. 178 - BROOKLYN,Complete,RCT CIP,6579,0
869,DSF: 0000757881,39641,24000,K178,ROOFS,23,2015-12-02 00:00:00,2014-10-17 00:00:00,Scope,2015-03-09 00:00:00,K077 SPED - BROOKLYN,Complete,SCA CIP,22673,0
870,DSF: 0000803746,100960,DOES,K179,BATHROOM UPGRADE,20,2017-05-02 15:32:05.469136,2015-09-16 00:00:00,Construction,DOES,P.S. 179 - BROOKLYN,In-Progress,DOE - Skilled Trades,1056,3
875,DSF: 0000803764,320095,DOES,K180,BATHROOM UPGRADE,20,2017-05-02 15:32:05.469136,2015-09-23 00:00:00,Construction,DOES,P.S. 180 - BROOKLYN,In-Progress,DOE - Skilled Trades,1512,3
876,DSF:,1151623,1151623,K181,HIGH EFFICIENCY LIGHTING SYSTEM,17,2017-05-02 15:32:05.469136,2015-07-14 00:00:00,Construction,2016-07-14 00:00:00,PS 181 - BROOKLYN,In-Progress,DCAS/NYPA,0,2
877,DSF: 0000800486,137500,137500,K181,FY15 RESO A LIBRARY UPGRADE,17,2017-05-02 15:32:05.469136,2015-01-14 00:00:00,Construction,DOER,P.S. 181 - BROOKLYN,In-Progress,DOE- RESOA,97407,1
878,DSF: 0000800465,137500,137500,K181,FY15 RESO A ROOM CONVERSIONS / PART,17,2017-05-02 15:32:05.469136,2015-04-01 00:00:00,Construction,DOER,P.S. 181 - BROOKLYN,In-Progress,DOE- RESOA,95106,1
879,"DSF: 0000735086, 0000735087",705077,540062,K181,WINDOWS/ROOFS,17,2017-05-02 15:32:05.469136,2014-01-14 00:00:00,"CM, F&E",2015-09-05 00:00:00,P.S. 181,In-Progress,SCA CIP,666374,2
880,"DSF: 0000735086, 0000735087",7401105,6810792,K181,WINDOWS/ROOFS,17,2017-05-02 15:32:05.469136,2014-01-14 00:00:00,Construction,2015-09-05 00:00:00,P.S. 181,In-Progress,SCA CIP,6319859,3
881,"DSF: 0000735086, 0000735087",328062,420048,K181,WINDOWS/ROOFS,17,2013-05-06 00:00:00,2012-10-18 00:00:00,Design,2013-03-25 00:00:00,P.S. 181,Complete,SCA CIP,308875,2
882,"DSF: 0000735086, 0000735087",99336,120014,K181,WINDOWS/ROOFS,17,2012-10-05 00:00:00,2012-06-19 00:00:00,Scope,2012-11-02 00:00:00,P.S. 181,Complete,SCA CIP,97510,1
883,DSF: 0000776793,100762,DIIT,K183,CLASSROOM CONNECTIVITY,23,2017-05-02 15:32:05.469136,2013-06-24 00:00:00,Purch & Install,2013-12-31 00:00:00,GEN'L D. CHAPPIE JAMES MIDDL S,In-Progress,DIIT - Project Conne,0,3
884,DSF: 0000776791,10076,DIIT,K183,CLASSROOM CONNECTIVITY,23,2017-05-02 15:32:05.469136,2013-06-24 00:00:00,Purch & Install,2013-12-31 00:00:00,P.S. 446 - BROOKLYN,In-Progress,DIIT - Project Conne,0,3
885,DSF: 0000776792,100762,DIIT,K183,CLASSROOM CONNECTIVITY,23,2017-05-02 15:32:05.469136,2013-06-24 00:00:00,Purch & Install,2013-12-31 00:00:00,GENL D CHAPPIE ELEMTARY - K,In-Progress,DIIT - Project Conne,0,3
886,DSF: 0000780472,43351,DOES,K183,VACUUM PUMP REPLACEMENT (1) SET,23,2017-05-02 15:32:05.469136,2014-09-24 00:00:00,Construction,DOES,GENL D CHAPPIE ELEMTARY - K,In-Progress,DOE - Skilled Trades,0,3
887,DSF: 0000757961,193286,593670,K183,EXTERIOR MASONRY,23,2017-05-02 15:32:05.469136,2014-08-18 00:00:00,"CM, F&E",2016-05-08 00:00:00,GENL D CHAPPIE ELEMTARY - K,In-Progress,SCA CIP,191113,2
888,DSF: 0000757961,8585935,9541125,K183,EXTERIOR MASONRY,23,2017-05-02 15:32:05.469136,2014-08-18 00:00:00,Construction,2016-05-08 00:00:00,GENL D CHAPPIE ELEMTARY - K,In-Progress,SCA CIP,4889044,3
889,DSF: 0000757961,191435,508860,K183,EXTERIOR MASONRY,23,2014-02-03 00:00:00,2013-11-22 00:00:00,Design,2014-04-28 00:00:00,GENL D CHAPPIE ELEMTARY - K,Complete,SCA CIP,191185,2
890,DSF: 0000757961,86102,127215,K183,EXTERIOR MASONRY,23,2013-10-18 00:00:00,2013-08-06 00:00:00,Scope,2013-12-23 00:00:00,GENL D CHAPPIE ELEMTARY - K,Complete,SCA CIP,74318,1
891,DSF: 0000800575,99990,101000,K184,FY15 RESO A TECHNOLOGY,23,2015-08-03 00:00:00,2015-05-19 00:00:00,Purch & Install,2015-06-10 00:00:00,P.S. 184 - BROOKLYN,Complete,DIIT - RESOA,99990,1
892,DSF: 0000800576,178198,180000,K184,FY15 RESO A TECHNOLOGY,23,2015-08-03 00:00:00,2015-05-19 00:00:00,Purch & Install,2015-06-10 00:00:00,P.S. 184 - BROOKLYN,Complete,DIIT - RESOA,178198,1
893,DSF: 0000777472,154116,FTK,K184,LL26-EXIT SIGNS,23,2017-05-02 15:32:05.469136,2014-10-27 00:00:00,Construction,FTK,P.S. 184 - BROOKLYN,In-Progress,Fast Track Projects,129444,3
894,DSF: 0000776795,263957,DIIT,K185,CLASSROOM CONNECTIVITY,20,2017-05-02 15:32:05.469136,2013-06-24 00:00:00,Purch & Install,2013-12-31 00:00:00,P.S. 185 - BROOKLYN,In-Progress,DIIT - Project Conne,0,3
895,DSF: 0000798807,75000,75000,K186,FY14 RESO A TOILETS - STUDENTS,20,2015-05-01 00:00:00,2015-04-03 00:00:00,Construction,2015-05-01 00:00:00,P.S. 186 - BROOKLYN,Complete,DOE- RESOA,33886,1
896,DSF: 0000777473,80510,FTK,K186,LL26-EXIT SIGNS,20,2017-05-02 15:32:05.469136,2015-05-05 00:00:00,Construction,FTK,P.S. 186 - BROOKLYN,In-Progress,Fast Track Projects,50198,3
897,"DSF: 0000758018, 0000780537",85604,119620,K186,FIRE ALARM SYSTEM/HOUSE BLOWER-EXHAUSTER,20,2015-08-24 00:00:00,2014-08-11 00:00:00,"CM, F&E",2015-08-10 00:00:00,P.S. 186 - BROOKLYN,Complete,SCA CIP,85604,1
898,"DSF: 0000758018, 0000780537",1610968,1740770,K186,FIRE ALARM SYSTEM/HOUSE BLOWER-EXHAUSTER,20,2015-08-24 00:00:00,2014-08-11 00:00:00,Construction,2015-08-10 00:00:00,P.S. 186 - BROOKLYN,Complete,SCA CIP,1504148,2
899,"DSF: 0000758018, 0000780537",107406,94660,K186,FIRE ALARM SYSTEM/HOUSE BLOWER-EXHAUSTER,20,2014-05-20 00:00:00,2013-07-29 00:00:00,Design,2014-02-03 00:00:00,P.S. 186 - BROOKLYN,Complete,SCA CIP,107406,1
900,"DSF: 0000758018, 0000780537",31525,24330,K186,FIRE ALARM SYSTEM/HOUSE BLOWER-EXHAUSTER,20,2013-07-05 00:00:00,2013-05-08 00:00:00,Scope,2013-08-07 00:00:00,P.S. 186 - BROOKLYN,Complete,SCA CIP,8390,0
901,DSF: 0000776797,348452,DIIT,K188,CLASSROOM CONNECTIVITY,21,2017-05-02 15:32:05.469136,2013-06-24 00:00:00,Purch & Install,2013-12-31 00:00:00,P.S. 188 - BROOKLYN,In-Progress,DIIT - Project Conne,0,3
902,DSF: 0000799512,0,350000,K188,FY14 CTF RESO A- CAFETERIA HVAC,21,2014-11-17 00:00:00,2014-07-15 00:00:00,Construction,2014-11-17 00:00:00,P.S. 188 - BROOKLYN,Complete,DOE- RESOA,0,2
903,DSF: 0000775860,314753,FTK,K188,GYMNASIUM FLOORS,21,2017-05-02 15:32:05.469136,2013-04-10 00:00:00,Construction,FTK,P.S. 188 - BROOKLYN,In-Progress,Fast Track Projects,314753,3
904,DSF: 0000023491,1907058,FTK,K188,EMERGENCY PROTECTIVE MEASURES - HURRICANE SANDY,21,2017-05-02 15:32:05.469136,2012-10-31 00:00:00,Construction,FTK,P.S. 188 - BROOKLYN,In-Progress,Fast Track Projects,1778340,3
905,DSF: 0000775988,200018,171089,K188,UFT SBHC,21,2015-12-01 00:00:00,2014-12-02 00:00:00,"CM, F&E",2015-12-01 00:00:00,P.S. 188 - BROOKLYN,Complete,SCA CIP,174036,1
906,"DSF: 0000780542, 0000780543, 0000780545, 0000780550, 0000780560, 0000780563, 0000798612",170608,1073765,K188,SANDY:INT/HEATING/ELEC/FLOOD/CLIMATE/VENT/FA,21,2017-05-02 15:32:05.469136,2015-01-12 00:00:00,"CM, F&E",2017-01-10 00:00:00,P.S. 188 - BROOKLYN,In-Progress,SCA CIP,169914,2
907,"DSF: 0000780542, 0000780543, 0000780545, 0000780550, 0000780560, 0000780563, 0000798612",14581352,15491396,K188,SANDY:INT/HEATING/ELEC/FLOOD/CLIMATE/VENT/FA,21,2017-05-02 15:32:05.469136,2015-01-12 00:00:00,Construction,2017-01-10 00:00:00,P.S. 188 - BROOKLYN,In-Progress,SCA CIP,3321500,3
908,DSF: 0000775988,3023751,2647364,K188,UFT SBHC,21,2015-12-01 00:00:00,2014-12-02 00:00:00,Construction,2015-12-01 00:00:00,P.S. 188 - BROOKLYN,Complete,SCA CIP,1988509,2
909,DSF: 0000775988,176304,141193,K188,UFT SBHC,21,2014-06-30 00:00:00,2013-10-23 00:00:00,Design,2014-03-24 00:00:00,P.S. 188 - BROOKLYN,Complete,SCA CIP,154114,1
910,"DSF: 0000780542, 0000780543, 0000780545, 0000780550, 0000780560, 0000780563, 0000798612",725437,843884,K188,SANDY:INT/HEATING/ELEC/FLOOD/CLIMATE/VENT/FA,21,2014-08-26 00:00:00,2014-04-18 00:00:00,Design,2014-10-21 00:00:00,P.S. 188 - BROOKLYN,Complete,SCA CIP,561751,2
911,"DSF: 0000780542, 0000780543, 0000780545, 0000780550, 0000780560, 0000780563, 0000798612",207788,217432,K188,SANDY:INT/HEATING/ELEC/FLOOD/CLIMATE/VENT/FA,21,2014-04-17 00:00:00,2014-02-06 00:00:00,Scope,2014-07-09 00:00:00,P.S. 188 - BROOKLYN,Complete,SCA CIP,207762,2
912,DSF: 0000775988,49081,35298,K188,UFT SBHC,21,2013-08-29 00:00:00,2013-05-22 00:00:00,Scope,2013-07-29 00:00:00,P.S. 188 - BROOKLYN,Complete,SCA CIP,49081,0
913,DSF: 0000776800,140221,DIIT,K190,CLASSROOM CONNECTIVITY,19,2017-05-02 15:32:05.469136,2013-06-24 00:00:00,Purch & Install,2013-12-31 00:00:00,I.S. 311 - BROOKLYN,In-Progress,DIIT - Project Conne,0,3
914,DSF: 0000776799,140221,DIIT,K190,CLASSROOM CONNECTIVITY,19,2017-05-02 15:32:05.469136,2013-06-24 00:00:00,Purch & Install,2013-12-31 00:00:00,P.S. 190 - BROOKLYN,In-Progress,DIIT - Project Conne,0,3
918,DSF: 0000822221,4730,58013,K191,LIGHTING REPLACEMENT,17,2015-10-26 00:00:00,2015-08-05 00:00:00,Design,2015-12-04 00:00:00,P.S. 191 - BROOKLYN,Complete,RCT CIP,4730,1
919,DSF: 0000822221,1163,20475,K191,LIGHTING REPLACEMENT,17,2015-08-05 00:00:00,2015-08-05 00:00:00,Scope,2015-08-05 00:00:00,P.S. 191 - BROOKLYN,Complete,RCT CIP,1163,0
920,DSF: 0000800579,49350,50000,K192,FY15 RESO A TECHNOLOGY,20,2015-10-09 00:00:00,2015-08-13 00:00:00,Purch & Install,2015-09-04 00:00:00,P.S. 192 - THE MAGNET SCHOOL F,Complete,DIIT - RESOA,49350,0
921,DSF: 0000780636,307968,DOES,K192,BATHROOM UPGRADE BOYS AND GIRLS 1ST,20,2017-05-02 15:32:05.469136,2015-10-05 00:00:00,Construction,DOES,P.S. 192 - BROOKLYN,In-Progress,DOE - Skilled Trades,292968,3
922,"DSF: 0000780632, 0000780634, 0000780635, 0000800109",16420,494257,K192,DETERIORATED WINDOW WELL WALLS/FLOOD/PARAPETS/ROOF,20,2017-05-02 15:32:05.469136,2015-11-19 00:00:00,"CM, F&E",2017-05-11 00:00:00,P.S. 192 - BROOKLYN,In-Progress,SCA CIP,16420,2
923,"DSF: 0000780632, 0000780634, 0000780635, 0000800109",5497317,6075997,K192,DETERIORATED WINDOW WELL WALLS/FLOOD/PARAPETS/ROOF,20,2017-05-02 15:32:05.469136,2015-11-19 00:00:00,Construction,2017-05-11 00:00:00,P.S. 192 - BROOKLYN,In-Progress,SCA CIP,19747,3
924,"DSF: 0000780632, 0000780634, 0000780635, 0000800109",273555,342748,K192,DETERIORATED WINDOW WELL WALLS/FLOOD/PARAPETS/ROOF,20,2015-01-23 00:00:00,2014-06-30 00:00:00,Design,2014-12-02 00:00:00,P.S. 192 - BROOKLYN,Complete,SCA CIP,188706,2
925,"DSF: 0000780632, 0000780634, 0000780635, 0000800109",94495,92522,K192,DETERIORATED WINDOW WELL WALLS/FLOOD/PARAPETS/ROOF,20,2014-03-20 00:00:00,2013-11-15 00:00:00,Scope,2014-04-04 00:00:00,P.S. 192 - BROOKLYN,Complete,SCA CIP,91260,1
926,DSF: 0000776802,245683,DIIT,K193,CLASSROOM CONNECTIVITY,22,2017-05-02 15:32:05.469136,2013-06-24 00:00:00,Purch & Install,2013-12-31 00:00:00,P.S. 193 - BROOKLYN,In-Progress,DIIT - Project Conne,0,3
929,DSF: 0000821910,69616,69900,K193,TCU REMOVAL & PLAYGROUND REDEVELOPMENT,22,2015-11-30 00:00:00,2015-07-23 00:00:00,Design,2015-12-09 00:00:00,P.S. 193 - BROOKLYN,Complete,SCA CIP,69616,1
930,DSF: 0000821910,27601,17475,K193,TCU REMOVAL & PLAYGROUND REDEVELOPMENT,22,2015-06-30 00:00:00,2015-04-29 00:00:00,Scope,2015-07-29 00:00:00,P.S. 193 - BROOKLYN,Complete,SCA CIP,20020,0
932,DSF: 0000776803,381291,DIIT,K194,CLASSROOM CONNECTIVITY,22,2017-05-02 15:32:05.469136,2013-06-24 00:00:00,Purch & Install,2013-12-31 00:00:00,P.S. 194 - BROOKLYN,In-Progress,DIIT - Project Conne,0,3
933,DSF: 0000754691,63814,65000,K194,FY13 RESO A PLAYGROUND REDEVELOPMEN,22,2015-10-02 00:00:00,2014-08-25 00:00:00,Construction,2015-10-02 00:00:00,P.S. 194 - BROOKLYN,Complete,DOE- RESOA,63814,1
935,DSF: 0000801040,41500,41500,K194,FY 14 RESO A GYMNASIUM UPGRADE,22,2017-05-02 15:32:05.469136,2015-07-24 00:00:00,Construction,DOER,P.S. 194 - BROOKLYN,In-Progress,DOE- RESOA,35937,0
937,DSF: 0000798781,83500,83500,K194,FY14 RESO A ELECTRICAL SYSTEMS,22,2015-07-24 00:00:00,2015-04-15 00:00:00,Construction,2015-07-24 00:00:00,P.S. 194 - BROOKLYN,Complete,DOE- RESOA,73059,1
938,"DSF: 0000026654, 0000780676, 0000799793, 0000799794",32385,478401,K194,MASONRY/WINDOWS/ROOFS/PARAPETS,22,2017-05-02 15:32:05.469136,2015-12-14 00:00:00,"CM, F&E",2017-03-07 00:00:00,P.S. 194 - BROOKLYN,In-Progress,SCA CIP,32385,2
939,DSF: 0000799529,65380,194700,K194,PLAYGROUND REDEVELOPMENT AND TCU REMOVAL,22,2015-10-20 00:00:00,2015-04-24 00:00:00,"CM, F&E",2015-10-20 00:00:00,P.S. 194 - BROOKLYN,Complete,SCA CIP,65380,1
940,DSF: 0000799529,916895,1013325,K194,PLAYGROUND REDEVELOPMENT AND TCU REMOVAL,22,2015-10-20 00:00:00,2015-04-24 00:00:00,Construction,2015-10-20 00:00:00,P.S. 194 - BROOKLYN,Complete,SCA CIP,759570,2
941,"DSF: 0000026654, 0000780676, 0000799793, 0000799794",4476070,4960447,K194,MASONRY/WINDOWS/ROOFS/PARAPETS,22,2017-05-02 15:32:05.469136,2015-12-14 00:00:00,Construction,2017-03-07 00:00:00,P.S. 194 - BROOKLYN,In-Progress,SCA CIP,1880,2
942,DSF: 0000799529,106697,75225,K194,PLAYGROUND REDEVELOPMENT AND TCU REMOVAL,22,2014-12-02 00:00:00,2014-07-25 00:00:00,Design,2014-12-11 00:00:00,P.S. 194 - BROOKLYN,Complete,SCA CIP,98428,1
943,"DSF: 0000026654, 0000780676, 0000799793, 0000799794",268622,291869,K194,MASONRY/WINDOWS/ROOFS/PARAPETS,22,2014-09-24 00:00:00,2014-03-12 00:00:00,Design,2014-08-11 00:00:00,P.S. 194 - BROOKLYN,Complete,SCA CIP,197150,2
944,DSF: 0000799529,24284,26550,K194,PLAYGROUND REDEVELOPMENT AND TCU REMOVAL,22,2014-06-27 00:00:00,2014-04-28 00:00:00,Scope,2014-07-28 00:00:00,P.S. 194 - BROOKLYN,Complete,SCA CIP,24284,0
945,"DSF: 0000026654, 0000780676, 0000799793, 0000799794",29611,82953,K194,MASONRY/WINDOWS/ROOFS/PARAPETS,22,2014-01-24 00:00:00,2013-08-26 00:00:00,Scope,2014-01-14 00:00:00,P.S. 194 - BROOKLYN,Complete,SCA CIP,5079,1
946,DSF: 0000776804,236757,DIIT,K195,CLASSROOM CONNECTIVITY,22,2017-05-02 15:32:05.469136,2013-06-24 00:00:00,Purch & Install,2013-12-31 00:00:00,P.S. 195 - BROOKLYN,In-Progress,DIIT - Project Conne,0,3
947,DSF: 0000800314,953429,FTK,K195,SANDY- TEMP BOILER,22,2017-05-02 15:32:05.469136,2014-08-26 00:00:00,Construction,FTK,P.S. 195 - BROOKLYN,In-Progress,Fast Track Projects,601319,3
948,DSF: 0000780696,11012,122760,K195,ELECTRICAL LIGHTING FIXTURES,22,2017-05-02 15:32:05.469136,2015-10-06 00:00:00,"CM, F&E",2016-07-01 00:00:00,P.S. 195 - BROOKLYN,In-Progress,RCT CIP,11012,1
949,DSF: 0000780696,588389,638910,K195,ELECTRICAL LIGHTING FIXTURES,22,2017-05-02 15:32:05.469136,2015-10-06 00:00:00,Construction,2016-07-01 00:00:00,P.S. 195 - BROOKLYN,In-Progress,RCT CIP,13189,2
950,DSF: 0000780696,859,47430,K195,ELECTRICAL LIGHTING FIXTURES,22,2015-07-15 00:00:00,2015-05-04 00:00:00,Design,2015-09-04 00:00:00,P.S. 195 - BROOKLYN,Complete,RCT CIP,859,0
951,DSF: 0000780696,215,16740,K195,ELECTRICAL LIGHTING FIXTURES,22,2015-05-04 00:00:00,2015-05-04 00:00:00,Scope,2015-05-04 00:00:00,P.S. 195 - BROOKLYN,Complete,RCT CIP,215,0
952,"DSF: 0000780694, 0000780701, 0000799410, 0000799411, 0000800325",365840,610290,K195,SANDY INTERIOR SPACE/ELEC/FLOOD ELMN/CLIMATE/HEAT,22,2017-05-02 15:32:05.469136,2015-02-17 00:00:00,"CM, F&E",2016-12-07 00:00:00,P.S. 195 - BROOKLYN,In-Progress,SCA CIP,356895,2
953,"DSF: 0000780694, 0000780701, 0000799410, 0000799411, 0000800325",7861543,8512466,K195,SANDY INTERIOR SPACE/ELEC/FLOOD ELMN/CLIMATE/HEAT,22,2017-05-02 15:32:05.469136,2015-02-17 00:00:00,Construction,2016-12-07 00:00:00,P.S. 195 - BROOKLYN,In-Progress,SCA CIP,4511365,3
954,"DSF: 0000780694, 0000780701, 0000799410, 0000799411, 0000800325",404081,466970,K195,SANDY INTERIOR SPACE/ELEC/FLOOD ELMN/CLIMATE/HEAT,22,2014-11-17 00:00:00,2014-08-26 00:00:00,Design,2015-01-30 00:00:00,P.S. 195 - BROOKLYN,Complete,SCA CIP,320227,2
955,"DSF: 0000780694, 0000780701, 0000799410, 0000799411, 0000800325",101013,121486,K195,SANDY INTERIOR SPACE/ELEC/FLOOD ELMN/CLIMATE/HEAT,22,2014-08-26 00:00:00,2014-04-16 00:00:00,Scope,2014-09-16 00:00:00,P.S. 195 - BROOKLYN,Complete,SCA CIP,94530,1
956,DSF: 0000776806,165745,DIIT,K196,CLASSROOM CONNECTIVITY,14,2017-05-02 15:32:05.469136,2013-06-24 00:00:00,Purch & Install,2013-12-31 00:00:00,I.S. 582 - BROOKLYN,In-Progress,DIIT - Project Conne,0,3
957,DSF: 0000776805,165745,DIIT,K196,CLASSROOM CONNECTIVITY,14,2017-05-02 15:32:05.469136,2013-06-24 00:00:00,Purch & Install,2013-12-31 00:00:00,P.S. 196 - BROOKLYN,In-Progress,DIIT - Project Conne,0,3
958,DSF: 0000800580,49496,50000,K196,FY15 RESO A TECHNOLOGY,14,2017-05-02 15:32:05.469136,2015-06-30 00:00:00,Purch & Install,2015-07-30 00:00:00,P.S. 196 - BROOKLYN,In-Progress,DIIT - RESOA,49496,0
960,DSF: 0000804039,107219,DOES,K196,TOILETS - STUDENTS,14,2017-05-02 15:32:05.469136,2015-07-31 00:00:00,Construction,DOES,P.S. 196 - BROOKLYN,In-Progress,DOE - Skilled Trades,107219,3
961,DSF: 0000798388,8699,185900,K196,ELECTRICAL LIGHTING FIXTURES,14,2015-08-28 00:00:00,2015-02-17 00:00:00,"CM, F&E",2015-11-13 00:00:00,P.S. 196 - BROOKLYN,Complete,RCT CIP,8699,1
962,DSF: 0000798388,911477,967525,K196,ELECTRICAL LIGHTING FIXTURES,14,2015-08-28 00:00:00,2015-02-17 00:00:00,Construction,2015-11-13 00:00:00,P.S. 196 - BROOKLYN,Complete,RCT CIP,807498,2
963,DSF: 0000798388,16538,71825,K196,ELECTRICAL LIGHTING FIXTURES,14,2014-10-07 00:00:00,2014-07-18 00:00:00,Design,2014-11-18 00:00:00,P.S. 196 - BROOKLYN,Complete,RCT CIP,16538,1
964,DSF: 0000798388,5177,25350,K196,ELECTRICAL LIGHTING FIXTURES,14,2014-07-18 00:00:00,2014-07-18 00:00:00,Scope,2014-07-18 00:00:00,P.S. 196 - BROOKLYN,Complete,RCT CIP,5177,0
969,DSF: 0000800581,110102,110614,K197,FY15 RESO A TECHNOLOGY,22,2015-10-14 00:00:00,2015-09-03 00:00:00,Purch & Install,2015-09-25 00:00:00,P.S. 197 - THE KINGS HIGHWAY A,Complete,DIIT - RESOA,110102,1
971,DSF: 0000799544,19465,25847,K197,ELECTRICAL LIGHTING FIXTURES,22,2015-09-29 00:00:00,2015-06-29 00:00:00,"CM, F&E",2016-01-24 00:00:00,P.S. 197 - BROOKLYN,Complete,RCT CIP,18417,0
972,DSF: 0000799544,153679,134520,K197,ELECTRICAL LIGHTING FIXTURES,22,2015-09-29 00:00:00,2015-06-29 00:00:00,Construction,2016-01-24 00:00:00,P.S. 197 - BROOKLYN,Complete,RCT CIP,98549,1
973,DSF: 0000799544,38746,9986,K197,ELECTRICAL LIGHTING FIXTURES,22,2015-04-17 00:00:00,2014-11-14 00:00:00,Design,2015-03-19 00:00:00,P.S. 197 - BROOKLYN,Complete,RCT CIP,17857,0
974,DSF: 0000799544,6306,3525,K197,ELECTRICAL LIGHTING FIXTURES,22,2014-11-14 00:00:00,2014-10-15 00:00:00,Scope,2014-12-17 00:00:00,P.S. 197 - BROOKLYN,Complete,RCT CIP,6306,0
975,DSF: 0000776242,164632,DIIX,K198,NEW/RETROFIT TELEPHONE/INTERCOM SYSTEMS,22,2017-05-02 15:32:05.469136,2013-06-24 00:00:00,Purch & Install,2013-12-31 00:00:00,P.S. 198 - BROOKLYN,In-Progress,DIIT - PBX Telephone,0,3
976,"DSF: 0000758235, 0000758236, 0000780760, 0000780761",194253,511085,K198,WINDOWS/EXT MASONRY/ROOFS/PARAPETS,22,2017-05-02 15:32:05.469136,2014-08-11 00:00:00,"CM, F&E",2015-11-03 00:00:00,P.S. 198 - BROOKLYN,In-Progress,SCA CIP,194187,2
978,DSF: 0000735361,85195,195140,K198,ELEVATORS & ESCALATORS,22,2017-05-02 15:32:05.469136,2014-08-11 00:00:00,"CM, F&E",2015-08-10 00:00:00,P.S. 198,In-Progress,SCA CIP,85195,1
979,"DSF: 0000758235, 0000758236, 0000780760, 0000780761",6350720,6892678,K198,WINDOWS/EXT MASONRY/ROOFS/PARAPETS,22,2017-05-02 15:32:05.469136,2014-08-11 00:00:00,Construction,2015-11-03 00:00:00,P.S. 198 - BROOKLYN,In-Progress,SCA CIP,5838503,3
980,DSF: 0000735361,923382,1015615,K198,ELEVATORS & ESCALATORS,22,2017-05-02 15:32:05.469136,2014-08-11 00:00:00,Construction,2015-08-10 00:00:00,P.S. 198,In-Progress,SCA CIP,625992,2
982,DSF: 0000799532,96410,62816,K198,PLAYGROUND REDEVELOPMENT AND TCU,22,2015-04-22 00:00:00,2014-06-25 00:00:00,Design,2014-11-10 00:00:00,P.S. 198 - BROOKLYN,Complete,SCA CIP,82961,1
